CampaignId,EntryNo,RegistrationNo,NoClaimBonus,InsCompany,InsId,FLData,FLResponse,FLStatus,PBVehicleId,SQRequest,SQResponse,SQStatus,SQCount
212,AHD-0138273-01-R-4,GJ01KQ6569,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
213,AHD-0631226-01,GJ01KQ7073,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
214,AHD-0450655-01-R-1,GJ01KQ7412,25,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
215,AHD-0139462-01-R-4,GJ01KQ7521,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
216,AHD-0136488-01-R-5,GJ01KQ7825,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
217,DEL-0630822-01,HP12F2713,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
218,CHND-0618615-01,HP14D0905,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
219,CHND-0618292-01,HP40C6589,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
220,CHND-0606031-01,HR03F3196,0,SHRIRAM GENERAL INSURANCE COMPANY LTD,18,,,0,0,,,0,0
221,CHND-0605953-01,hr03s1174,20,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
222,CHND-0632088-01,HR03T7077,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
223,CHND-0648076-01,HR05AF8866,25,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
224,CHND-0648070-01,HR05AJ0620,35,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
225,DEL-0606720-01,HR05AP1113,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
226,CHND-0614869-01,hr06ah4599,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
227,CHND-0618768-01,HR06X1577,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
228,DEL-0201304-01-R-3,HR10L1647,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
229,CHND-0618342-01,HR10V0785,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
230,DEL-0620811-01,HR10V1995,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
231,DEL-0633650-01,HR10W9459,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
232,DEL-0451242-01-R-1,HR10X2450,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
233,DEL-0297744-01-R-2,HR10X3561,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
234,DEL-0602547-01,HR10X3704,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
235,DEL-0412373-01-R-1,HR10X7070,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
236,DEL-0605347-01,HR10Y2467,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
237,DEL-0207480-01-R-3,HR11D7950,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
238,DEL-0631801-01,HR12M3993,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
239,CHND-0607099-01,HR12N1505,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
240,DEL-0605920-01,HR12R2707,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
241,DEL-0406214-01-R-1,HR12R6343,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
242,DEL-0614404-01,HR12V4348,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
243,DEL-0292409-01-R-2,HR13H1550,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
244,DEL-0453700-01-R-1,HR13J1212,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
245,DEL-0404983-01-R-1,HR13J2900,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
246,DEL-0452079-01-R-1,HR14L3386,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
247,DEL-0413055-01-R-1,HR15B2922,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
248,CHND-0606699-01,HR15C5105,0,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
249,DEL-0616601-01,HR16J3131,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
250,DEL-0620429-01,HR16Q2433,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
251,DEL-0202242-01-R-3,HR20U5083,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
252,DEL-0408148-01-R-1,HR21G6980,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
253,DEL-0452369-01-R-1,HR26AT0278,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
254,DEL-0468490-01-R-1,HR26BD8647,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
255,DEL-0409611-01-R-1,HR26BE0023,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
256,DEL-0601612-02,HR26BH0545,25,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
257,DEL-0606183-01,HR26BK7623,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
258,DEL-0197711-01-R-3,HR26BS6317,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
259,DEL-0606443-01,HR26BS8069,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
260,DEL-0599692-02,HR26BS8075,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
261,AHD-0198025-01-R-3,GJ01KL1166,20,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
262,AHD-0616541-01,GJ01KL1476,50,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
263,AHD-0138679-01-R-4,GJ01KL2683,50,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
264,AHD-0102059-01-R-5,GJ01KL2687,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
265,AHD-0632198-01,GJ01KL4123,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
266,AHD-0104239-01-R-5,GJ01KL4492,45,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
267,AHD-0208710-01-R-3,GJ01KL8576,50,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
268,AHD-0630077-01,GJ01KN3359,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
269,AHD-0602297-01,GJ01KQ1454,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
270,AHD-0196009-01-R-3,GJ01KQ2428,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
271,AHD-0207262-01-R-3,GJ01KQ2473,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
272,AHD-0136437-01-R-4,GJ01KQ3107,45,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
273,AHD-0033097-03-R-4,GJ01KQ3381,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
274,AHD-0201852-01-R-3,GJ01KQ3775,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
275,AHD-0029081-02-R-4,GJ01KQ4568,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
276,AHD-0615828-01,GJ01KQ4855,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
277,AHD-0209366-01-R-3,GJ01KQ6772,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
278,AHD-0208451-01-R-3,GJ01KQ6836,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
279,AHD-0622789-01,GJ01KQ6967,45,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
280,RJK-0452888-01-R-1,GJ01KQ8177,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
281,AHD-0209294-01-R-3,GJ01KQ8502,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
282,AHD-0141133-01-R-2,GJ01KQ8980,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
283,LDH-0632633-01,HP36C6570,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
284,CHND-0605974-01,HR02AD6370,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
285,DEL3-0297934-01-R-2,HR02W8631,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
286,CHND-0614825-01,HR03S5995,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
287,CHND-0618325-01,HR03T7635,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
288,DEL3-0411731-01-R-1,HR05A0093,35,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
289,CHND-0617435-01,HR05AJ0665,25,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
290,CHND-0665021-01,HR05AJ3947,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
291,DEL-0414896-01-R-1,HR06AB3565,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
292,DEL-0409816-01-R-1,HR06V2351,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
293,CHND-0630936-01,HR06V4366,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
294,DEL-0205827-01-R-1,HR08P0117,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
295,DEL-0620691-01,HR10M0039,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
296,DEL-0290007-01-R-2,HR10U2282,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
297,CHND-0618634-01,HR10V9966,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
298,DEL-0416073-01-R-1,HR10X0727,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
299,DEL-0630292-01,HR10X1239,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
300,DEL-0411267-01-R-1,HR11D2324,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
301,CHND-0603435-01,HR12R6213,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
302,DEL-0411509-01-R-1,HR12T5921,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
303,DEL-0409069-01-R-1,HR12T6161,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
304,DEL-0414777-01-R-1,HR12T7113,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
305,DEL-0406167-01-R-1,HR12W9202,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
306,DEL-0409508-01-R-1,HR12X7425,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
307,DEL-0451785-01-R-1,HR12X7502,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
308,DEL-0454946-01-R-1,hr12z6578,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
309,LDH-0472077-01-R-1,HR12Z7303,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
310,DEL-0604642-01,HR13G7200,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
311,DEL-0295518-01-R-2,HR14J3006,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
312,DEL-0633305-01,HR14K3979,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
313,DEL-0603724-01,HR14L5600,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
314,DEL-0452367-01-R-1,HR25B6966,35,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
315,DEL-0260677-02-R-2,HR26AP9424,25,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
316,DEL-0285711-01-R-2,HR26AX1232,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
317,DEL-0415934-01-R-1,HR26AX8326,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
318,DEL-0451251-01-R-1,HR26BD3224,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
319,DEL-0415037-01-R-1,HR26BG3436,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
320,MUM-0600727-01,HR26BJ8299,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
321,DEL-0192761-01-R-3,HR26BK4630,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
322,MUM-0607393-01,HR26BL0134,35,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
323,DEL-0296319-01-R-2,HR26BL8967,50,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
324,DEL-0197290-01-R-3,HR26BS7181,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
325,DEL-0286932-01-R-2,HR26BS9664,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
326,DEL-0201956-01-R-3,HR26BT0846,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
327,CHND-0648592-01,JK02AS5324,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
328,CHND-0618305-01,JK02BL2425,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
329,SRI-0295756-01-R-2,JK03E0125,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
330,SRI-0606371-01,JK04C8542,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
331,BNG-0604387-01,KA01AC3947,35,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
332,BNG-0102779-01-R-4,KA01ME6401,35,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
333,BNG-0196769-01-R-3,KA01MG8482,50,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
334,BNG-0288612-01-R-2,KA01MH0064,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
335,BNG-0603607-01,KA01MJ0945,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
336,BNG-0136443-01-R-2,KA01MJ0970,25,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
337,GOA-0617902-01,KA01MJ1059,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
338,BNG-0409654-01-R-1,KA01ML2541,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
339,BNG-0293665-01-R-2,KA01ML3231,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
340,BNG-0125063-03-R-2,KA01ML3637,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
341,BNG-0621779-01,KA02MJ7174,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
342,BNG-0614696-01,KA03AB3460,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
343,MUM-0122541-602-R-1,KA03AC2224,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
344,MUM-0206011-01-R-3,KA03MB5592,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
345,BNG-0199928-01-R-3,KA03MK9375,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
346,BNG-0102781-01-R-6,KA03MM5613,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
347,BNG-0619254-01,KA03MQ8106,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
348,BNG-0407161-01-R-1,KA03MS3712,35,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
349,BNG-0176611-04-R-2,KA03MS4535,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
350,BNG-0407241-01-R-1,KA03MU1219,25,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
351,BNG-0603604-01,KA03MU9969,0,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
352,BNG-0509702-02,KA03MW2213,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
353,GOA-0632815-01,KA04A3380,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
354,BNG-0620865-01,KA04ME1565,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
355,BNG-0614788-01,KA04ME6882,0,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
356,BNG-0603143-01,KA04MJ4746,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
357,BNG-0208292-01-R-3,KA04MJ5980,35,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
358,BNG-0207911-01-R-2,KA04MJ6062,45,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
359,BNG-0601647-01,KA04MK6357,25,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
360,BNG-0296664-01-R-1,KA04MK8248,65,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
361,BNG-0296522-01-R-2,KA04MM4183,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
362,MUM-0056356-15-R-2,KA04MM4285,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
363,BNG-0397712-01-R-1,KA04MN3953,25,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
364,BNG-0605574-01,KA04MN6592,20,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
365,BNG-0291970-01-R-2,KA04MN7307,25,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
366,AHD-0056640-01-R-6,GJ01KB7374,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
367,AHD-0453463-01-R-1,GJ01KC8437,25,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
368,AHD-0076491-01-R-6,GJ01KD6272,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
369,AHD-0603794-01,GJ01KD7146,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
370,AHD-0078630-01-R-6,GJ01KD8819,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
371,AHD-0101565-01-R-5,GJ01KE0594,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
372,AHD-0079119-01-R-6,GJ01KE1272,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
373,AHD-0102968-01-R-5,GJ01KE1342,20,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
374,AHD-0079302-01-R-6,GJ01KE5220,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
375,AHD-0078073-01-R-6,GJ01KF3312,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
376,AHD-0188441-03,GJ01KJ6315,50,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
377,AHD-0450526-01-R-1,GJ01KJ6686,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
378,AHD-0101296-01-R-5-ED-1,GJ01KJ7951,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
379,SRT-0197760-01-R-3,GJ01KJ8458,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
380,AHD-0102549-01-R-4,GJ01KJ9879,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
381,AHD-0102940-01-R-5,GJ01KL0544,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
382,AHD-0102042-01-R-5,GJ01KL0574,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
383,AHD-0292889-01-R-1,GJ01KL1657,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
384,AHD-0078874-02-R-5,GJ01KL2172,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
385,AHD-0102045-01-R-5,GJ01KL4532,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
386,AHD-0138368-01-R-4,GJ01KL5951,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
387,AHD-0211140-01-R-3,GJ01KL8287,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
388,AHD-0209357-01-R-3-ED-1,GJ01KL9601,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
389,AHD-0102565-01-R-2,GJ01KM4511,50,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
390,AHD-0631125-01,GJ01KN3181,20,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
391,AHD-0062827-02-R-3,GJ01KQ1490,45,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
392,AHD-0135072-01-R-4,GJ01KQ1571,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
393,SRT-0196169-01-R-2,GJ01KQ2247,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
394,CHND-0614919-01,HR42B9625,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
395,DEL-0600253-01,HR50D9584,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
396,AGR-0753767-01,HR51AE2216,0,HDFC GENERAL INSURANCE LIMITED,6,,,0,0,,,0,0
397,DEL-0605138-01,HR51AR7650,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
398,HYD-0196905-01-R-3,HR51AS1931,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
399,DEL-0408567-02,HR51AS6191,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
400,DEL-0449245-01-R-1,HR51AT3700,25,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
401,DEL-0488700-01-R-1,HR51AW5279,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
402,DEL-0450044-01-R-1,HR51BA1925,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
403,DEL-0604283-01,HR51BF6340,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
404,DEL-0203824-01-R-3,HR51Z1054,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
405,DEL-0752525-01,HR52B7778,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
406,DEL-0265562-11-R-1,HR55H2703,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
407,DEL-0415720-01-R-1,HR55N5323,50,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
408,CHND-0606681-01,HR55T5840,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
409,DEL-0631648-01,HR55V1134,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
410,BRD-0305696-01-R-3,HR69A7829,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
411,DEL-0622962-01,HR72A4228,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
412,DEL-0603367-01,HR76B0100,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
413,DEL-0614742-01,HR76B1777,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
414,DEL-0408856-01-R-1,HR778266,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
415,AHD-0606971-01,JH01AU7835,20,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
416,MUM-0403008-01-R-1,JH05AV8089,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
417,DEL-0616995-01,JH09W3366,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
418,SRI-0452948-01-R-1,JK01AA8906,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
419,SRI-0455773-01-R-1,JK01AB1068,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
420,SRI-0606032-01,JK01L7776,45,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
421,SRI-0283194-01-R-2,JK01W2803,25,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
422,SRI-0290059-01-R-2,JK05D8586,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
